,track_name,album,artist,release_date,length,popularity,danceability_x,energy_x,key_x,loudness_x,mode_x,speechiness_x,acousticness_x,instrumentalness_x,liveness_x,valence_x,tempo_x,time_signature_x,genre,danceability_y,energy_y,key_y,loudness_y,mode_y,speechiness_y,acousticness_y,instrumentalness_y,liveness_y,valence_y,tempo_y,time_signature_y,predicted_genre,actual_genre
23901,"Sonatina canonica, Op. 196: II. Tempo di Siciliane","Castelnuovo-Tedesco, M.: Music for Two Guitars, Vol. 1 - Sonatina Canonica / Les Guitares Bien Temperees: Nos. 1-12",Mario Castelnuovo-Tedesco,2008-11-18,243053,26,0.36700000000000005,0.0452,9,-27.545,0,0.0528,0.99,0.919,0.0845,0.151,91.27799999999999,4,classical,0.36700000000000005,0.0452,9.0,-27.545,0.0,0.0528,0.99,0.919,0.0845,0.151,91.27799999999999,4.0,2.0,2.0
23907,Illeta (Funeral),Escudero: Illeta,Francisco Escudero,2005-03-01,739133,2,0.0782,0.177,10,-20.703000000000003,0,0.0455,0.946,0.10800000000000001,0.28300000000000003,0.0395,69.686,4,classical,0.0782,0.177,10.0,-20.703000000000003,0.0,0.0455,0.946,0.10800000000000001,0.28300000000000003,0.0395,69.686,4.0,2.0,2.0
23912,"4 Madrigals to Elizabethan Poems, Op. 51: No. 2, True Love","Gál: Music for Voices, Vol. 1",Hans Gál,2020-07-03,190026,24,0.179,0.10300000000000001,10,-22.798000000000002,1,0.0477,0.971,0.0178,0.0827,0.0392,139.815,4,classical,0.179,0.10300000000000001,10.0,-22.798000000000002,1.0,0.0477,0.971,0.0178,0.0827,0.0392,139.815,4.0,2.0,2.0
23920,"Passion Week, Op. 13: Of Thy Mystical Supper",Steinberg: Passion Week,Cappella Romana,2017-01-20,283653,17,0.0742,0.0554,2,-25.578000000000003,0,0.039,0.9940000000000001,0.614,0.114,0.0367,79.635,4,classical,0.0742,0.0554,2.0,-25.578000000000003,0.0,0.039,0.9940000000000001,0.614,0.114,0.0367,79.635,4.0,2.0,2.0
23921,Piano Concerto: Adagietto,Bliss: Piano Concerto / Piano Sonata / Concerto for 2 Pianos,Arthur Bliss,2004,639666,19,0.228,0.0314,4,-26.215,1,0.0386,0.945,0.746,0.0748,0.0385,75.59,4,classical,0.228,0.0314,4.0,-26.215,1.0,0.0386,0.945,0.746,0.0748,0.0385,75.59,4.0,2.0,2.0
23926,L'invitation au voyage,Réminiscences,Camille Thomas,2016-09-23,261777,16,0.195,0.105,9,-20.569000000000003,0,0.0516,0.986,0.925,0.11900000000000001,0.0607,68.23,4,classical,0.195,0.105,9.0,-20.569000000000003,0.0,0.0516,0.986,0.925,0.11900000000000001,0.0607,68.23,4.0,2.0,2.0
23931,The Lament for Beowulf,Hanson: Complete Symphonies,Howard Hanson,2016-06-24,1147280,5,0.138,0.0382,2,-25.909000000000002,0,0.0407,0.97,0.879,0.106,0.0348,142.369,3,classical,0.138,0.0382,2.0,-25.909000000000002,0.0,0.0407,0.97,0.879,0.106,0.0348,142.369,3.0,2.0,2.0
23941,"Serenade for String Orchestra, Op. 12: II. Andantino",English Music for Strings,Sinfonia Of London,2021-01-29,232266,8,0.142,0.0555,9,-29.664,0,0.0425,0.7290000000000001,0.917,0.0965,0.0371,81.895,4,classical,0.142,0.0555,9.0,-29.664,0.0,0.0425,0.7290000000000001,0.917,0.0965,0.0371,81.895,4.0,2.0,2.0
23943,An Original Suite: II. Intermezzo,Composer's Collection: Gordon Jacob,Gordon Jacob,2008-01-01,271013,9,0.068,0.13,9,-17.767,0,0.0455,0.985,0.905,0.111,0.0688,71.433,4,classical,0.068,0.13,9.0,-17.767,0.0,0.0455,0.985,0.905,0.111,0.0688,71.433,4.0,2.0,2.0
23955,"Elegy, Op. 15",Howells: Works for Strings,Herbert Howells,1993-03-01,644400,20,0.0949,0.0374,0,-23.515,0,0.0471,0.971,0.863,0.0777,0.0368,87.788,3,classical,0.0949,0.0374,0.0,-23.515,0.0,0.0471,0.971,0.863,0.0777,0.0368,87.788,3.0,2.0,2.0
23961,"Sunrise Serenade, Op. 63",Sallinen: Works for String Orchestra (Complete),Aulis Sallinen,1997-03-12,405026,15,0.139,0.0393,5,-21.058000000000003,1,0.0468,0.9740000000000001,0.85,0.0828,0.0394,64.10600000000001,5,classical,0.139,0.0393,5.0,-21.058000000000003,1.0,0.0468,0.9740000000000001,0.85,0.0828,0.0394,64.10600000000001,5.0,2.0,2.0
23962,"Saxophone Sonata, Op. 19: II. With Tranquility",Sonatas for Saxophone and Piano,Ivo Janssen,2002-08-19,296133,11,0.21899999999999997,0.0254,9,-21.0,1,0.0405,0.993,0.629,0.0752,0.0394,92.287,4,classical,0.21899999999999997,0.0254,9.0,-21.0,1.0,0.0405,0.993,0.629,0.0752,0.0394,92.287,4.0,2.0,2.0
23965,The Unanswered Question,"Ives, C.: Universe Symphony (Completed by L. Austin) / Orchestral Set No. 2 / The Unanswered Question",Charles Ives,1994-01-01,355573,30,0.0642,0.0104,0,-31.363000000000003,1,0.0381,0.755,0.9690000000000001,0.21899999999999997,0.0373,68.345,4,classical,0.0642,0.0104,0.0,-31.363000000000003,1.0,0.0381,0.755,0.9690000000000001,0.21899999999999997,0.0373,68.345,4.0,2.0,2.0
23974,"Lord Byron - Symphonic Portrait, Op.67: I. Prelude",Arnell & Dunhill: Symphonies,Royal Scottish National Orchestra,2007-01-01,263120,0,0.177,0.025,7,-24.288,1,0.0384,0.956,0.737,0.154,0.0362,140.701,4,classical,0.177,0.025,7.0,-24.288,1.0,0.0384,0.956,0.737,0.154,0.0362,140.701,4.0,2.0,2.0
23977,Foulds : Keltic Suite Op.29 : II Lament,"Foulds : Dynamic Triptych, Music-Pictures III & Orchestral Miniatures",John Foulds,2006-03-01,282933,10,0.10400000000000001,0.0109,2,-26.824,1,0.0405,0.885,0.787,0.322,0.0392,82.561,4,classical,0.10400000000000001,0.0109,2.0,-26.824,1.0,0.0405,0.885,0.787,0.322,0.0392,82.561,4.0,2.0,2.0
23978,Symphony No. 7: I. Con moto (Live),Aspects of America: Pulitzer Edition (Live),Oregon Symphony,2020-03-13,420386,5,0.261,0.18,5,-17.898,1,0.0419,0.902,0.9259999999999999,0.11800000000000001,0.10099999999999999,154.59,4,classical,0.261,0.18,5.0,-17.898,1.0,0.0419,0.902,0.9259999999999999,0.11800000000000001,0.10099999999999999,154.59,4.0,2.0,2.0
23983,"Ginastera / Transcr. Ducros: Ginastera: Danzas Argentinas, Op. 2: No. 2, Danza de la moza donosa",Piazzolla Stories,Lucienne Renaudin Vary,2021-02-26,224280,20,0.159,0.0721,4,-18.398,0,0.04,0.9690000000000001,0.706,0.10800000000000001,0.0916,73.101,3,classical,0.159,0.0721,4.0,-18.398,0.0,0.04,0.9690000000000001,0.706,0.10800000000000001,0.0916,73.101,3.0,2.0,2.0
23988,Cello Concerto: 3. Giocoso,Elgar & Carter Cello Concertos,Alisa Weilerstein,2012-01-01,191520,9,0.493,0.135,0,-21.447,0,0.0558,0.9690000000000001,0.871,0.132,0.24,146.046,3,classical,0.493,0.135,0.0,-21.447,0.0,0.0558,0.9690000000000001,0.871,0.132,0.24,146.046,3.0,2.0,2.0
23993,In the Stillness,In the Stillness,Sally Beamish,2019-12-01,253546,6,0.14300000000000002,0.0267,7,-32.485,1,0.0333,0.9890000000000001,0.8290000000000001,0.0979,0.0377,140.233,4,classical,0.14300000000000002,0.0267,7.0,-32.485,1.0,0.0333,0.9890000000000001,0.8290000000000001,0.0979,0.0377,140.233,4.0,2.0,2.0
23994,Music for Prague 1968: I. Introduction and Fanfare,Composer's Collection: Karel Husa,Karel Husa,2011-01-01,398800,3,0.114,0.14800000000000002,0,-18.802,0,0.0461,0.841,0.6940000000000001,0.11599999999999999,0.0356,78.387,4,classical,0.114,0.14800000000000002,0.0,-18.802,0.0,0.0461,0.841,0.6940000000000001,0.11599999999999999,0.0356,78.387,4.0,2.0,2.0
23997,"Concertato, ""Moby Dick""",Mennin: Moby Dick - Symphonies Nos. 3 and 7,Peter Mennin,2012-07-03,650400,0,0.24100000000000002,0.19899999999999998,7,-22.913,0,0.0463,0.938,0.894,0.153,0.0815,121.686,4,classical,0.24100000000000002,0.19899999999999998,7.0,-22.913,0.0,0.0463,0.938,0.894,0.153,0.0815,121.686,4.0,2.0,2.0
24005,Africa: Land of Romance,Still: Afro-American Symphony,William Grant Still,2005-03-01,419573,49,0.172,0.0188,7,-26.358,0,0.0432,0.862,0.8,0.0834,0.0712,117.479,4,classical,0.172,0.0188,7.0,-26.358,0.0,0.0432,0.862,0.8,0.0834,0.0712,117.479,4.0,2.0,2.0
24007,"Viola Sonata No. 1 in C Minor, Op. 18: I. Allegro moderato",Bowen: Viola Sonatas Nos. 1 & 2 - Phantasy,York Bowen,2011-12-06,677546,6,0.182,0.11800000000000001,0,-21.96,0,0.049,0.981,0.856,0.0913,0.078,86.23100000000001,3,classical,0.182,0.11800000000000001,0.0,-21.96,0.0,0.049,0.981,0.856,0.0913,0.078,86.23100000000001,3.0,2.0,2.0
24012,Andante and Allegro,"Trumpet Recital: Friedrich, Reinhold - Charlier, T. / Thome, F. / Pennequin, J. / Ropartz, J.-G. / Gaubert, P. / Balay, G. / Erlanger, C.",Reinhold Friedrich,2005-01-01,309000,8,0.401,0.136,0,-17.832,0,0.0519,0.985,0.9009999999999999,0.0597,0.0384,107.204,5,classical,0.401,0.136,0.0,-17.832,0.0,0.0519,0.985,0.9009999999999999,0.0597,0.0384,107.204,5.0,2.0,2.0
24017,"Clarinet Sonata in B-Flat Major, Op. 16: III. Rondo. Andante tranquillo, largamente ed amabile",Rare Repertoire for Clarinet and Piano,Stephan Siegenthaler,2012,602800,0,0.16899999999999998,0.0215,10,-21.718000000000004,1,0.0381,0.988,0.622,0.08,0.0605,61.586999999999996,4,classical,0.16899999999999998,0.0215,10.0,-21.718000000000004,1.0,0.0381,0.988,0.622,0.08,0.0605,61.586999999999996,4.0,2.0,2.0
24018,Tre havsvisioner: III. Havet,Pater Cælestis - Fadern i himlen / Terra Mater - Moder Jord / Vox Humana - Människans stämma,Erik Westberg Vocal Ensemble,2010-10-13,256253,1,0.172,0.0711,5,-21.984,1,0.0444,0.99,0.0071200000000000005,0.0822,0.0319,128.94799999999998,3,classical,0.172,0.0711,5.0,-21.984,1.0,0.0444,0.99,0.0071200000000000005,0.0822,0.0319,128.94799999999998,3.0,2.0,2.0
24019,Tansman: Musique de cour d'après Robert de Visée: VII. Air,Aranjuez,Thibaut García,2020-10-02,211333,15,0.18600000000000003,0.0177,7,-29.048000000000002,0,0.0384,0.9790000000000001,0.94,0.139,0.0795,94.921,4,classical,0.18600000000000003,0.0177,7.0,-29.048000000000002,0.0,0.0384,0.9790000000000001,0.94,0.139,0.0795,94.921,4.0,2.0,2.0
24022,Never Far Away For Harp And Orchestra: I. Moonlight Shadows (World Premiere Recording),Never Far Away: Music of Bright Sheng,Bright Sheng,2009-01-01,550066,10,0.203,0.0202,4,-30.121,0,0.0372,0.9690000000000001,0.8859999999999999,0.0807,0.106,132.27,4,classical,0.203,0.0202,4.0,-30.121,0.0,0.0372,0.9690000000000001,0.8859999999999999,0.0807,0.106,132.27,4.0,2.0,2.0
24023,Adam Zero: Approach of Autumn,Bliss: Colour Symphony (A) / Adam Zero,Arthur Bliss,1996-06-04,214626,17,0.16899999999999998,0.0148,2,-38.102,0,0.04,0.863,0.758,0.256,0.0384,127.535,4,classical,0.16899999999999998,0.0148,2.0,-38.102,0.0,0.04,0.863,0.758,0.256,0.0384,127.535,4.0,2.0,2.0
24043,Magnificat & Nunc Dimittis: Magnificat (REMOVE THIS) - Chichester Service,Magnificat 2,Andrew Nethsingha,2021-04-16,440893,8,0.0725,0.0843,0,-25.765,1,0.0543,0.966,0.0352,0.0864,0.0346,73.008,3,classical,0.0725,0.0843,0.0,-25.765,1.0,0.0543,0.966,0.0352,0.0864,0.0346,73.008,3.0,2.0,2.0
24051,Vaughan Williams: The Lark Ascending: Opening (Excerpt),Classical Chillout,Various Artists,2019-07-05,385266,43,0.162,0.0774,11,-25.384,0,0.0454,0.848,0.46299999999999997,0.0953,0.0388,131.85,3,classical,0.162,0.0774,11.0,-25.384,0.0,0.0454,0.848,0.46299999999999997,0.0953,0.0388,131.85,3.0,2.0,2.0
24052,"From Jewish Life, B 54: 1. Prayer - Live at Schloss Elmau, Krün / 2016","Bloch: From Jewish Life, B 54: 1. Prayer (Live at Schloss Elmau, Krün / 2016)",Ernest Bloch,2019-08-30,281013,19,0.171,0.0656,5,-22.738000000000003,0,0.0451,0.9890000000000001,0.7390000000000001,0.0951,0.132,88.09899999999999,4,classical,0.171,0.0656,5.0,-22.738000000000003,0.0,0.0451,0.9890000000000001,0.7390000000000001,0.0951,0.132,88.09899999999999,4.0,2.0,2.0
24058,Summer Music,"Bax: Orchestral Works, Vol. 3: November Woods / Tintagel / Summer Music",Arnold Bax,2003-11-01,592200,21,0.10099999999999999,0.0353,5,-24.635,1,0.0392,0.9590000000000001,0.7929999999999999,0.0751,0.0387,89.581,3,classical,0.10099999999999999,0.0353,5.0,-24.635,1.0,0.0392,0.9590000000000001,0.7929999999999999,0.0751,0.0387,89.581,3.0,2.0,2.0
24064,Lotus Land (Arr. Kreisler),The Golden Age,Ray Chen,2018-06-01,309529,17,0.203,0.106,3,-18.63,0,0.0437,0.976,0.111,0.105,0.0348,83.853,4,classical,0.203,0.106,3.0,-18.63,0.0,0.0437,0.976,0.111,0.105,0.0348,83.853,4.0,2.0,2.0
24065,"Ancient Airs And Dances, Suite No.3, P. 172: 3. Siciliana",Respighi: Ancient Airs and Dances,Ottorino Respighi,1979-01-01,183266,45,0.203,0.16399999999999998,0,-19.205,0,0.045,0.94,0.8909999999999999,0.0792,0.226,108.708,3,classical,0.203,0.16399999999999998,0.0,-19.205,0.0,0.045,0.94,0.8909999999999999,0.0792,0.226,108.708,3.0,2.0,2.0
24066,"Elegia Sebastian Knightille (Elegy for Sebastian Knight), Op. 10","Sallinen: Complete Works for Violin, Cello, Double Bass and Piano",Aulis Sallinen,1998-12-31,319680,5,0.138,0.0259,5,-26.361,1,0.046,0.953,0.9390000000000001,0.113,0.0543,72.405,4,classical,0.138,0.0259,5.0,-26.361,1.0,0.046,0.953,0.9390000000000001,0.113,0.0543,72.405,4.0,2.0,2.0
24069,"Bach - Wachet auf, ruft uns die Stimme (arr. of BWV 645)",Bach Transcriptions,Leonard Slatkin,2000-06-01,327600,17,0.172,0.031,3,-30.252,1,0.0461,0.988,0.888,0.141,0.0915,116.57799999999999,4,classical,0.172,0.031,3.0,-30.252,1.0,0.0461,0.988,0.888,0.141,0.0915,116.57799999999999,4.0,2.0,2.0
24070,Lilacs: I. Eighth note = 56,"George Walker: Great American Orchestral Works, Vol. 4",George Walker,2013-08-01,246906,3,0.16399999999999998,0.0762,10,-22.518,0,0.0395,0.9129999999999999,0.39899999999999997,0.121,0.0361,70.266,4,classical,0.16399999999999998,0.0762,10.0,-22.518,0.0,0.0395,0.9129999999999999,0.39899999999999997,0.121,0.0361,70.266,4.0,2.0,2.0
24074,Manru Suite (After Paderewski): II. Gipsy Song,"Ronald Stevenson: Piano Music, Vol. 4",Ronald Stevenson,2020-02-07,222866,2,0.27899999999999997,0.0615,1,-27.564,0,0.0543,0.9840000000000001,0.84,0.0929,0.0377,62.013000000000005,3,classical,0.27899999999999997,0.0615,1.0,-27.564,0.0,0.0543,0.9840000000000001,0.84,0.0929,0.0377,62.013000000000005,3.0,2.0,2.0
24077,"Scaramouche Suite, Op. 165c: 3. Brazileira",Rise,Jess Gillam,2019-04-26,156520,35,0.615,0.47700000000000004,5,-4.75,1,0.0302,0.9670000000000001,0.8740000000000001,0.132,0.8440000000000001,92.275,4,classical,0.615,0.47700000000000004,5.0,-4.75,1.0,0.0302,0.9670000000000001,0.8740000000000001,0.132,0.8440000000000001,92.275,4.0,0.0,2.0
24082,Saudades das Selvas Brasilieras No.2,Brasileiro - Villa-Lobos & Friends,Nelson Freire,2012-01-01,174453,36,0.24100000000000002,0.0883,9,-23.359,1,0.0369,0.9940000000000001,0.848,0.0841,0.0955,65.094,5,classical,0.24100000000000002,0.0883,9.0,-23.359,1.0,0.0369,0.9940000000000001,0.848,0.0841,0.0955,65.094,5.0,2.0,2.0
24084,Dansa brasileira,Obrigado Brazil (Remastered),Yo-Yo Ma,2003,138066,18,0.528,0.31,9,-17.643,1,0.0421,0.983,0.825,0.0577,0.594,100.37100000000001,4,classical,0.528,0.31,9.0,-17.643,1.0,0.0421,0.983,0.825,0.0577,0.594,100.37100000000001,4.0,2.0,2.0
24088,Tansman: Musique de cour d'après Robert de Visée: VIII. Finale,Aranjuez,Thibaut García,2020-10-02,128933,21,0.457,0.16,9,-21.084,1,0.0329,0.9490000000000001,0.904,0.134,0.44,119.264,3,classical,0.457,0.16,9.0,-21.084,1.0,0.0329,0.9490000000000001,0.904,0.134,0.44,119.264,3.0,2.0,2.0
24100,"Architetture: III. Lo stesso movimento, ma pesante",Ghedini: Architetture - Contrappunti - Marinaresca e baccanale,Giorgio Federico Ghedini,2013-06-04,100066,0,0.35,0.33399999999999996,9,-18.570999999999998,1,0.0462,0.684,0.9640000000000001,0.364,0.616,101.119,3,classical,0.35,0.33399999999999996,9.0,-18.570999999999998,1.0,0.0462,0.684,0.9640000000000001,0.364,0.616,101.119,3.0,2.0,2.0
24108,Ideas of Order,Arthur Berger: The Complete Orchestral Music,Arthur Berger,2003-01-01,719133,0,0.244,0.0744,0,-20.327,0,0.0354,0.978,0.878,0.0652,0.145,86.51100000000001,4,classical,0.244,0.0744,0.0,-20.327,0.0,0.0354,0.978,0.878,0.0652,0.145,86.51100000000001,4.0,2.0,2.0
24111,Serenata: I. Allegro,Suk: Asrael - Krejči: Serenata,Karel Ančerl,2018-02-09,378586,0,0.444,0.257,9,-17.909000000000002,0,0.0482,0.91,0.9,0.366,0.26,81.252,4,classical,0.444,0.257,9.0,-17.909000000000002,0.0,0.0482,0.91,0.9,0.366,0.26,81.252,4.0,0.0,2.0
24115,"Tænk, At Livet Koster LIvet",Orgelkoraler - Chorale Fantasias,Per Günther,2014-02-17,151021,0,0.13,0.0015400000000000001,2,-30.555999999999997,1,0.0473,0.938,0.937,0.111,0.0722,92.82799999999999,1,classical,0.13,0.0015400000000000001,2.0,-30.555999999999997,1.0,0.0473,0.938,0.937,0.111,0.0722,92.82799999999999,1.0,2.0,2.0
24118,Sonatina No.1 (1962): II. Andante Comodo E Cantabile - Salvador Contreras,El Siglo XX En México: Antología Pianística Vol. II (1950 - 2000),María Teresa Frenk,2000-07-12,226306,0,0.489,0.009009999999999999,2,-26.351,1,0.0469,0.993,0.91,0.131,0.0801,67.514,3,classical,0.489,0.009009999999999999,2.0,-26.351,1.0,0.0469,0.993,0.91,0.131,0.0801,67.514,3.0,2.0,2.0
24123,"String Quartet No. 3, Op. 48, M. 165: II. Allegro assai e leggiero","Holmboe: String Quartets, Vol. 1",Vagn Holmboe,2021-01-08,226653,1,0.341,0.142,0,-22.212,1,0.0509,0.9490000000000001,0.755,0.0788,0.5429999999999999,108.26899999999999,4,classical,0.341,0.142,0.0,-22.212,1.0,0.0509,0.9490000000000001,0.755,0.0788,0.5429999999999999,108.26899999999999,4.0,2.0,2.0
24124,"7 Canciones populares Españolas: No. 3, Asturiana",Reflections,Pablo Ferrandez,2021-03-26,144146,39,0.179,0.00963,5,-33.243,0,0.0541,0.988,0.888,0.0689,0.0396,71.293,5,classical,0.179,0.00963,5.0,-33.243,0.0,0.0541,0.988,0.888,0.0689,0.0396,71.293,5.0,2.0,2.0
24128,"Pequena Suíte, W064: V. Melodia",Black Swan,Heitor Villa-Lobos,2020-10-16,157293,37,0.18,0.0438,11,-25.013,0,0.0415,0.993,0.938,0.0779,0.133,96.67200000000001,4,classical,0.18,0.0438,11.0,-25.013,0.0,0.0415,0.993,0.938,0.0779,0.133,96.67200000000001,4.0,2.0,2.0
24129,"Nocturne No. 7 in Eb Major, FP. 56",Mediterranean Sounds,Belle Chen,2016-09-08,124996,46,0.35600000000000004,0.051,5,-27.845,0,0.0437,0.995,0.956,0.152,0.15,75.955,4,classical,0.35600000000000004,0.051,5.0,-27.845,0.0,0.0437,0.995,0.956,0.152,0.15,75.955,4.0,2.0,2.0
24139,Partita: II. Variation: Poco vivace,Barber: Summer Music / Fine: Partita / Schuller: Suite / Harbison: Wind Quintet / Beach: Pastorale,The Reykjavik Wind Quintet,1993-05-01,155880,1,0.42200000000000004,0.0846,10,-24.314,1,0.0408,0.995,0.8959999999999999,0.19399999999999998,0.267,114.352,4,classical,0.42200000000000004,0.0846,10.0,-24.314,1.0,0.0408,0.995,0.8959999999999999,0.19399999999999998,0.267,114.352,4.0,2.0,2.0
24144,"6 Piano Pieces, Op. 20: No. 3. Melody",Liisa Pohjola: Selected Recordings 1969-2004,Olli Pohjola,2013-07-01,162066,7,0.46299999999999997,0.0152,1,-24.665,1,0.0647,0.9940000000000001,0.924,0.0947,0.0602,135.171,5,classical,0.46299999999999997,0.0152,1.0,-24.665,1.0,0.0647,0.9940000000000001,0.924,0.0947,0.0602,135.171,5.0,2.0,2.0
24149,Sonata for 2 Pianos: I. Allegro,"Music for 2 Pianos, 1900-1952",Arthur Gold,2013-03-01,245047,0,0.45899999999999996,0.11900000000000001,5,-20.58,1,0.0418,0.991,0.848,0.111,0.201,145.013,4,classical,0.45899999999999996,0.11900000000000001,5.0,-20.58,1.0,0.0418,0.991,0.848,0.111,0.201,145.013,4.0,2.0,2.0
24157,Canción,Manuel de Falla: Noches en los jardines de España,Manuel de Falla,2011-09-06,139706,38,0.35,0.0034799999999999996,0,-32.938,0,0.0547,0.9940000000000001,0.8959999999999999,0.0736,0.0638,76.023,3,classical,0.35,0.0034799999999999996,0.0,-32.938,0.0,0.0547,0.9940000000000001,0.8959999999999999,0.0736,0.0638,76.023,3.0,2.0,2.0
24160,"6 Roumanian Folk Dances, BB 68, Sz. 56: 3. In One Spot",Bartók: Works for Piano Solo 1,Béla Bartók,1992-01-01,54000,35,0.513,0.0359,11,-32.621,0,0.0437,0.9890000000000001,0.955,0.0869,0.0388,96.82799999999999,4,classical,0.513,0.0359,11.0,-32.621,0.0,0.0437,0.9890000000000001,0.955,0.0869,0.0388,96.82799999999999,4.0,2.0,2.0
24169,"Pièces De Clavecin, Book 1, D Minor: Prelude",Louis Marchand: Harpsihord Suites,Louis Marchand,1988,183980,6,0.34299999999999997,0.302,1,-18.264,1,0.0406,0.8690000000000001,0.878,0.185,0.419,137.94299999999998,4,classical,0.34299999999999997,0.302,1.0,-18.264,1.0,0.0406,0.8690000000000001,0.878,0.185,0.419,137.94299999999998,4.0,2.0,2.0
24177,Der Fluyten Lust-Hof: 27. Engels nachtegaeltje,van Eyck: Der Fluyten Lust-Hof: 27. Engels nachtegaeltje,Jacob van Eyck,2018-02-15,180893,13,0.429,0.013000000000000001,11,-26.76,1,0.0463,0.986,0.919,0.105,0.8320000000000001,68.339,4,classical,0.429,0.013000000000000001,11.0,-26.76,1.0,0.0463,0.986,0.919,0.105,0.8320000000000001,68.339,4.0,2.0,2.0
24187,Concerto Pastorale in F Major: VI. Chaconne,Flauto e Voce,Jan Nigges,2021-01-29,321560,1,0.304,0.14,4,-19.090999999999998,1,0.0427,0.843,0.0,0.22899999999999998,0.462,130.208,3,classical,0.304,0.14,4.0,-19.090999999999998,1.0,0.0427,0.843,0.0,0.22899999999999998,0.462,130.208,3.0,2.0,2.0
24188,"Cavalli: Il Xerse, Act 1: ""Ombra mai fu"" (Xerse)",Ombra mai fu - Francesco Cavalli Opera Arias,Francesco Cavalli,2019-03-08,199120,28,0.319,0.0717,5,-18.087,1,0.0434,0.978,0.0,0.159,0.385,91.089,3,classical,0.319,0.0717,5.0,-18.087,1.0,0.0434,0.978,0.0,0.159,0.385,91.089,3.0,2.0,2.0
24191,"Il Trionfo dell'Innocenza: ""Vanne pentita a piangere""",Opera Proibita (Bonus Track Version),Cecilia Bartoli,2005-01-01,525400,28,0.21899999999999997,0.0479,9,-23.857,1,0.0586,0.9840000000000001,0.0283,0.126,0.0719,80.32,4,classical,0.21899999999999997,0.0479,9.0,-23.857,1.0,0.0586,0.9840000000000001,0.0283,0.126,0.0719,80.32,4.0,2.0,2.0
24197,Jephte: Plorate filii Israel plorate,Carissimi: Oratorios,Giacomo Carissimi,2010-04-01,289693,18,0.16399999999999998,0.0541,3,-25.118000000000002,0,0.0447,0.945,0.0116,0.11900000000000001,0.0381,131.483,3,classical,0.16399999999999998,0.0541,3.0,-25.118000000000002,0.0,0.0447,0.945,0.0116,0.11900000000000001,0.0381,131.483,3.0,2.0,2.0
24199,"Halt, was du hast",Bach: Motetten,Vox Luminis,2015-05-19,326133,20,0.156,0.0684,4,-21.232,0,0.0518,0.968,0.0046700000000000005,0.0923,0.0689,79.748,4,classical,0.156,0.0684,4.0,-21.232,0.0,0.0518,0.968,0.0046700000000000005,0.0923,0.0689,79.748,4.0,2.0,2.0
24204,Sonate No. 2 in A Minor: III. Imitatione del liuto,Westhoff: Sonates pour violon & basse continue,Johann Paul Von Westhoff,2005-02-01,213520,13,0.43,0.0581,11,-30.474,1,0.0433,0.973,0.8490000000000001,0.106,0.508,109.839,4,classical,0.43,0.0581,11.0,-30.474,1.0,0.0433,0.973,0.8490000000000001,0.106,0.508,109.839,4.0,2.0,2.0
24205,Pavanne in F-sharp minor,Louis Couperin: Pièces de Clavecin,Louis Couperin,2011-08-09,445866,29,0.247,0.132,4,-25.655,0,0.0338,0.8909999999999999,0.852,0.0565,0.33399999999999996,67.719,3,classical,0.247,0.132,4.0,-25.655,0.0,0.0338,0.8909999999999999,0.852,0.0565,0.33399999999999996,67.719,3.0,2.0,2.0
24210,Squarciato appena havea,Sogno barocco,Anne Sofie von Otter,2012-09-10,653826,2,0.354,0.0394,6,-24.641,1,0.0618,0.9490000000000001,0.0,0.166,0.165,80.119,3,classical,0.354,0.0394,6.0,-24.641,1.0,0.0618,0.9490000000000001,0.0,0.166,0.165,80.119,3.0,2.0,2.0
24218,"Concerto Grosso in C Major, Op. 3, No. 12: I. Pastorale: Largo","Manfredini: Concerti Grossi Op. 3, Nos. 1-12",Francesco Onofrio Manfredini,1999-08-17,274226,7,0.303,0.111,0,-17.45,1,0.0454,0.885,0.196,0.312,0.203,97.99700000000001,4,classical,0.303,0.111,0.0,-17.45,1.0,0.0454,0.885,0.196,0.312,0.203,97.99700000000001,4.0,2.0,2.0
24219,"Flute Concerto in A Minor, QV 5:238: I. Allegretto",Quantz: Flute Concertos,Johann Joachim Quantz,2013-07-02,490693,30,0.35700000000000004,0.151,7,-19.023,0,0.0386,0.953,0.0724,0.10400000000000001,0.38,142.733,4,classical,0.35700000000000004,0.151,7.0,-19.023,0.0,0.0386,0.953,0.0724,0.10400000000000001,0.38,142.733,4.0,2.0,2.0
24232,"Caio Marzio Coriolano: Aria ""Sagri numi""",Royal Handel,Eva Zaïcik,2021-01-08,503920,12,0.125,0.10300000000000001,11,-17.869,0,0.04,0.867,4.52e-05,0.102,0.0373,90.935,4,classical,0.125,0.10300000000000001,11.0,-17.869,0.0,0.04,0.867,4.52e-05,0.102,0.0373,90.935,4.0,2.0,2.0
24234,Canzon 19 a 8,Recorder Quartet: Early Italian Recorder Music & English Consort Music,Flanders Recorder Quartet,2006-04-01,240933,11,0.125,0.081,8,-20.067999999999998,1,0.0402,0.938,0.929,0.10099999999999999,0.14,80.551,4,classical,0.125,0.081,8.0,-20.067999999999998,1.0,0.0402,0.938,0.929,0.10099999999999999,0.14,80.551,4.0,2.0,2.0
